rad_haplotyper -v FamB.recode.vcf -r reference.fasta -x 35 -d 10 -z 3 -m .5 -g FamB.gen -p FamB.popmap -t FamB.tsv -p1 FamB_FamB-059 -p2 FamB_FamB-194 -e
Locus	Sites	Haplotypes	Inds_Haplotyped	Total_Inds	Prop_Haplotyped	Status	Poss_Paralog	Low_Cov/Geno_Err	Miss_Geno	Comment
dDocent_Contig_153853	3	2	171	172	0.994	PASSED	0	1	0	
dDocent_Contig_15396	6	4	163	172	0.948	PASSED	8	0	1	
dDocent_Contig_154004	3	3	168	172	0.977	PASSED	2	2	0	
dDocent_Contig_15402	2	3	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_15415	1	2	170	172	0.988	PASSED	0	0	2	
dDocent_Contig_15429	7	4	165	172	0.959	PASSED	6	0	1	
dDocent_Contig_154408	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_154461	1	2	170	172	0.988	PASSED	0	0	2	
dDocent_Contig_154478	9	4	165	172	0.959	PASSED	7	0	0	
dDocent_Contig_154542	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_15457	4	4	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_154588	5	4	163	172	0.948	PASSED	1	5	3	
dDocent_Contig_15472	7	4	149	172	0.866	PASSED	3	15	5	
dDocent_Contig_154773	3	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_15489	2	4	160	172	0.930	PASSED	7	0	5	
dDocent_Contig_154959	3	4	159	172	0.924	PASSED	12	0	1	
dDocent_Contig_1550	5	4	163	172	0.948	PASSED	2	6	1	
dDocent_Contig_15511	11	4	164	172	0.953	PASSED	8	0	0	
dDocent_Contig_155129	5	4	159	172	0.924	PASSED	4	4	5	
dDocent_Contig_15519	7	3	168	172	0.977	PASSED	3	0	1	
dDocent_Contig_155297	8	6	164	172	0.953	PASSED	3	5	0	
dDocent_Contig_15531	2	3	171	172	0.994	PASSED	1	0	0	
dDocent_Contig_155405	4	4	165	172	0.959	PASSED	3	0	4	
dDocent_Contig_15541	7	4	163	172	0.948	PASSED	1	3	5	
dDocent_Contig_155547	2	2	168	172	0.977	PASSED	0	1	3	
dDocent_Contig_155565	6	10	116	172	0.674	PASSED	40	11	5	
dDocent_Contig_15560	3	4	158	172	0.919	PASSED	10	0	4	
dDocent_Contig_15571	12	4	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_15573	2	3	170	172	0.988	PASSED	2	0	0	
dDocent_Contig_15583	0	0	0	172	0.000	FILTERED	0	168	4	Missing data
dDocent_Contig_155860	2	3	164	172	0.953	PASSED	2	2	4	
dDocent_Contig_155880	3	2	166	172	0.965	PASSED	2	1	3	
dDocent_Contig_155959	1	2	164	172	0.953	PASSED	0	0	8	
dDocent_Contig_156034	6	4	160	172	0.930	PASSED	12	0	0	
dDocent_Contig_15619	4	3	167	172	0.971	PASSED	0	1	4	
dDocent_Contig_15622	2	3	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_156246	3	3	160	172	0.930	PASSED	8	0	4	
dDocent_Contig_156312	6	4	157	172	0.913	PASSED	8	5	2	
dDocent_Contig_15637	3	3	165	172	0.959	PASSED	3	2	2	
dDocent_Contig_156375	5	4	163	172	0.948	PASSED	5	0	4	
dDocent_Contig_156404	4	2	171	172	0.994	PASSED	0	1	0	
dDocent_Contig_156439	1	2	167	172	0.971	PASSED	0	0	5	
dDocent_Contig_156624	2	3	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_15664	2	3	164	172	0.953	PASSED	2	1	5	
dDocent_Contig_15670	1	2	168	172	0.977	PASSED	0	0	4	
dDocent_Contig_15676	7	4	165	172	0.959	PASSED	6	0	1	
dDocent_Contig_156793	3	3	161	172	0.936	PASSED	11	0	0	
dDocent_Contig_156809	2	3	168	172	0.977	PASSED	4	0	0	
dDocent_Contig_15689	5	4	164	172	0.953	PASSED	8	0	0	
dDocent_Contig_15699	5	4	166	172	0.965	PASSED	6	0	0	
dDocent_Contig_15702	3	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_157069	8	3	168	172	0.977	PASSED	2	1	1	
dDocent_Contig_157236	1	2	165	172	0.959	PASSED	0	0	7	
dDocent_Contig_15730	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_15740	3	2	168	172	0.977	PASSED	0	1	3	
dDocent_Contig_157409	8	8	83	172	0.483	FILTERED	1	84	4	Missing data
dDocent_Contig_15741	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_157428	7	4	165	172	0.959	PASSED	6	0	1	
dDocent_Contig_157446	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_157554	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_157649	1	2	166	172	0.965	PASSED	0	0	6	
dDocent_Contig_15767	4	2	157	172	0.913	PASSED	0	9	6	
dDocent_Contig_15769	3	3	161	172	0.936	PASSED	8	1	2	
dDocent_Contig_1577	2	3	167	172	0.971	PASSED	3	0	2	
dDocent_Contig_15770	2	3	168	172	0.977	PASSED	4	0	0	
dDocent_Contig_157701	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_157719	6	6	133	172	0.773	PASSED	12	21	6	
dDocent_Contig_157738	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_157940	1	2	164	172	0.953	PASSED	0	0	8	
dDocent_Contig_1580	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_15800	2	2	169	172	0.983	PASSED	0	2	1	
dDocent_Contig_15817	6	4	163	172	0.948	PASSED	9	0	0	
dDocent_Contig_158174	2	3	164	172	0.953	PASSED	1	3	4	
dDocent_Contig_15823	1	2	170	172	0.988	PASSED	0	0	2	
dDocent_Contig_15840	4	3	164	172	0.953	PASSED	8	0	0	
dDocent_Contig_15848	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_158481	2	3	160	172	0.930	PASSED	5	1	6	
dDocent_Contig_15882	4	4	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_15895	6	4	144	172	0.837	PASSED	23	3	2	
dDocent_Contig_158954	6	4	164	172	0.953	PASSED	6	0	2	
dDocent_Contig_158991	1	2	164	172	0.953	PASSED	0	0	8	
dDocent_Contig_159021	2	3	163	172	0.948	PASSED	4	2	3	
dDocent_Contig_159109	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_15915	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_15918	4	3	164	172	0.953	PASSED	1	0	7	
dDocent_Contig_159212	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_159219	2	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_15924	10	5	164	172	0.953	PASSED	8	0	0	
dDocent_Contig_159246	4	3	162	172	0.942	PASSED	7	2	1	
dDocent_Contig_159280	4	4	156	172	0.907	PASSED	5	5	6	
dDocent_Contig_159288	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_1593	6	23	40	172	0.233	FILTERED	132	0	0	Missing data
dDocent_Contig_15934	6	5	156	172	0.907	PASSED	9	6	1	
dDocent_Contig_159470	5	5	135	172	0.785	PASSED	17	12	8	
dDocent_Contig_15957	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_159605	1	2	167	172	0.971	PASSED	0	0	5	
dDocent_Contig_159654	1	2	169	172	0.983	PASSED	0	0	3	
dDocent_Contig_15986	4	3	9	172	0.052	FILTERED	0	163	0	Missing data
dDocent_Contig_1600	3	3	169	172	0.983	PASSED	2	0	1	
dDocent_Contig_160109	4	4	167	172	0.971	PASSED	4	0	1	
dDocent_Contig_160256	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_160260	7	3	161	172	0.936	PASSED	3	0	8	
dDocent_Contig_160286	13	11	21	172	0.122	FILTERED	2	146	3	Missing data
dDocent_Contig_160376	3	4	142	172	0.826	PASSED	8	19	3	
dDocent_Contig_16044	6	10	30	172	0.174	FILTERED	137	1	4	Missing data
dDocent_Contig_160488	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_16052	2	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_16100	5	3	169	172	0.983	PASSED	2	0	1	
dDocent_Contig_16113	4	3	159	172	0.924	PASSED	2	7	4	
dDocent_Contig_16115	2	4	145	172	0.843	PASSED	21	0	6	
dDocent_Contig_161167	6	8	105	172	0.610	PASSED	51	14	2	
dDocent_Contig_161221	2	3	166	172	0.965	PASSED	6	0	0	
dDocent_Contig_1613	5	3	170	172	0.988	PASSED	1	0	1	
dDocent_Contig_16131	2	3	166	172	0.965	PASSED	6	0	0	
dDocent_Contig_161342	7	8	35	172	0.203	FILTERED	5	129	3	Missing data
dDocent_Contig_1614	1	2	165	172	0.959	PASSED	0	0	7	
dDocent_Contig_161462	3	3	165	172	0.959	PASSED	7	0	0	
dDocent_Contig_16155	5	5	145	172	0.843	PASSED	2	21	4	
dDocent_Contig_161594	5	2	171	172	0.994	PASSED	0	1	0	
dDocent_Contig_16160	2	3	165	172	0.959	PASSED	7	0	0	
dDocent_Contig_16166	1	2	170	172	0.988	PASSED	0	0	2	
dDocent_Contig_16173	2	3	166	172	0.965	PASSED	2	0	4	
dDocent_Contig_161795	5	6	99	172	0.576	PASSED	71	0	2	
dDocent_Contig_161922	2	3	168	172	0.977	PASSED	4	0	0	
dDocent_Contig_16207	3	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_16209	4	4	166	172	0.965	PASSED	4	0	2	
dDocent_Contig_16214	4	3	166	172	0.965	PASSED	2	0	4	
dDocent_Contig_162255	4	4	162	172	0.942	PASSED	3	1	6	
dDocent_Contig_16230	5	3	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_162350	9	3	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_16244	2	3	162	172	0.942	PASSED	4	0	6	
dDocent_Contig_162452	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_16249	5	4	160	172	0.930	PASSED	12	0	0	
dDocent_Contig_16253	2	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_162573	1	2	166	172	0.965	PASSED	0	0	6	
dDocent_Contig_1626	5	3	168	172	0.977	PASSED	2	0	2	
dDocent_Contig_162616	8	3	160	172	0.930	PASSED	6	4	2	
dDocent_Contig_16262	6	4	163	172	0.948	PASSED	9	0	0	
dDocent_Contig_16265	2	3	165	172	0.959	PASSED	5	0	2	
dDocent_Contig_162682	5	8	156	172	0.907	PASSED	13	3	0	
dDocent_Contig_162769	5	3	165	172	0.959	PASSED	6	0	1	
dDocent_Contig_16293	2	2	164	172	0.953	PASSED	0	0	8	
dDocent_Contig_16298	4	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_163056	1	2	165	172	0.959	PASSED	0	0	7	
dDocent_Contig_16315	10	4	159	172	0.924	PASSED	1	8	4	
dDocent_Contig_163160	4	5	168	172	0.977	PASSED	4	0	0	
dDocent_Contig_163308	1	2	166	172	0.965	PASSED	0	0	6	
dDocent_Contig_163382	4	4	164	172	0.953	PASSED	8	0	0	
dDocent_Contig_16344	2	3	168	172	0.977	PASSED	4	0	0	
dDocent_Contig_163497	2	4	161	172	0.936	PASSED	6	2	3	
dDocent_Contig_163522	4	3	157	172	0.913	PASSED	15	0	0	
dDocent_Contig_163599	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_163691	16	4	165	172	0.959	PASSED	7	0	0	
dDocent_Contig_1637	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_163755	2	2	168	172	0.977	PASSED	0	0	4	
dDocent_Contig_16379	4	4	166	172	0.965	PASSED	6	0	0	
dDocent_Contig_16381	9	4	165	172	0.959	PASSED	7	0	0	
dDocent_Contig_16408	2	3	165	172	0.959	PASSED	4	0	3	
dDocent_Contig_16409	4	3	161	172	0.936	PASSED	2	2	7	
dDocent_Contig_164095	3	4	165	172	0.959	PASSED	7	0	0	
dDocent_Contig_164138	2	3	159	172	0.924	PASSED	5	0	8	
dDocent_Contig_164147	2	3	162	172	0.942	PASSED	8	1	1	
dDocent_Contig_164177	1	2	167	172	0.971	PASSED	0	0	5	
dDocent_Contig_16421	7	4	161	172	0.936	PASSED	6	1	4	
dDocent_Contig_164310	7	5	151	172	0.878	PASSED	11	4	6	
dDocent_Contig_164426	2	4	125	172	0.727	PASSED	46	0	1	
dDocent_Contig_16443	4	4	164	172	0.953	PASSED	5	0	3	
dDocent_Contig_164435	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_164687	3	4	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_16469	6	4	148	172	0.860	PASSED	14	9	1	
dDocent_Contig_16476	5	4	163	172	0.948	PASSED	8	0	1	
dDocent_Contig_164778	5	4	163	172	0.948	PASSED	9	0	0	
dDocent_Contig_164842	6	5	139	172	0.808	PASSED	13	13	7	
dDocent_Contig_164908	5	4	163	172	0.948	PASSED	8	1	0	
dDocent_Contig_165136	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_165225	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_16523	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_165344	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_165419	9	5	163	172	0.948	PASSED	5	2	2	
dDocent_Contig_1655	7	4	163	172	0.948	PASSED	7	0	2	
dDocent_Contig_16563	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_16570	5	4	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_16582	1	2	170	172	0.988	PASSED	0	0	2	
dDocent_Contig_16583	4	3	168	172	0.977	PASSED	3	0	1	
dDocent_Contig_16585	15	4	169	172	0.983	PASSED	3	0	0	
dDocent_Contig_165900	5	4	158	172	0.919	PASSED	14	0	0	
dDocent_Contig_16591	3	4	163	172	0.948	PASSED	9	0	0	
dDocent_Contig_16603	2	2	171	172	0.994	PASSED	0	1	0	
dDocent_Contig_166075	4	4	156	172	0.907	PASSED	13	1	2	
dDocent_Contig_166134	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_166259	11	4	168	172	0.977	PASSED	4	0	0	
dDocent_Contig_166286	1	2	164	172	0.953	PASSED	0	0	8	
dDocent_Contig_166408	2	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_166423	2	3	165	172	0.959	PASSED	6	0	1	
dDocent_Contig_16645	5	4	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_166471	4	3	159	172	0.924	PASSED	7	0	6	
dDocent_Contig_166590	3	2	164	172	0.953	PASSED	0	4	4	
dDocent_Contig_16668	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_16675	2	2	166	172	0.965	PASSED	0	1	5	
dDocent_Contig_166864	7	5	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_167104	2	3	166	172	0.965	PASSED	6	0	0	
dDocent_Contig_167108	3	3	166	172	0.965	PASSED	6	0	0	
dDocent_Contig_167462	1	2	165	172	0.959	PASSED	0	0	7	
dDocent_Contig_167474	1	2	167	172	0.971	PASSED	0	0	5	
dDocent_Contig_167624	2	3	168	172	0.977	PASSED	3	0	1	
dDocent_Contig_16787	1	2	165	172	0.959	PASSED	0	0	7	
dDocent_Contig_16789	3	5	164	172	0.953	PASSED	5	1	2	
dDocent_Contig_16791	3	2	166	172	0.965	PASSED	0	4	2	
dDocent_Contig_167913	4	4	160	172	0.930	PASSED	12	0	0	
dDocent_Contig_16805	3	3	161	172	0.936	PASSED	6	1	4	
dDocent_Contig_168054	2	3	157	172	0.913	PASSED	9	0	6	
dDocent_Contig_168096	2	3	162	172	0.942	PASSED	7	1	2	
dDocent_Contig_1681	8	7	158	172	0.919	PASSED	7	6	1	
dDocent_Contig_16810	4	6	130	172	0.756	PASSED	41	0	1	
dDocent_Contig_16811	3	4	159	172	0.924	PASSED	13	0	0	
dDocent_Contig_168364	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_16839	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_168441	1	2	169	172	0.983	PASSED	0	0	3	
dDocent_Contig_16846	8	4	160	172	0.930	PASSED	7	1	4	
dDocent_Contig_168666	2	2	166	172	0.965	PASSED	0	2	4	
dDocent_Contig_168675	6	3	165	172	0.959	PASSED	6	1	0	
dDocent_Contig_16873	7	4	164	172	0.953	PASSED	6	1	1	
dDocent_Contig_168735	3	4	154	172	0.895	PASSED	5	7	6	
dDocent_Contig_16878	7	15	62	172	0.360	FILTERED	106	1	3	Missing data
dDocent_Contig_168998	5	4	166	172	0.965	PASSED	6	0	0	
dDocent_Contig_1690	3	4	166	172	0.965	PASSED	6	0	0	
dDocent_Contig_1691	11	4	160	172	0.930	PASSED	9	0	3	
dDocent_Contig_169103	6	4	128	172	0.744	PASSED	7	37	0	
dDocent_Contig_16919	4	4	162	172	0.942	PASSED	10	0	0	
dDocent_Contig_169192	2	3	158	172	0.919	PASSED	13	1	0	
dDocent_Contig_16925	4	4	163	172	0.948	PASSED	9	0	0	
dDocent_Contig_16938	7	4	162	172	0.942	PASSED	5	0	5	
dDocent_Contig_1694	1	2	164	172	0.953	PASSED	0	0	8	
dDocent_Contig_169404	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_169583	4	4	160	172	0.930	PASSED	4	0	8	
dDocent_Contig_169586	3	2	170	172	0.988	PASSED	0	0	2	
dDocent_Contig_169592	1	2	166	172	0.965	PASSED	0	0	6	
dDocent_Contig_169654	3	3	164	172	0.953	PASSED	3	0	5	
dDocent_Contig_169675	1	2	165	172	0.959	PASSED	0	0	7	
dDocent_Contig_169727	3	3	149	172	0.866	PASSED	16	0	7	
dDocent_Contig_169742	3	3	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_1698	4	4	165	172	0.959	PASSED	1	2	4	
dDocent_Contig_169888	1	2	168	172	0.977	PASSED	0	0	4	
dDocent_Contig_1699	6	4	167	172	0.971	PASSED	3	2	0	
dDocent_Contig_169912	2	3	156	172	0.907	PASSED	4	6	6	
dDocent_Contig_16993	4	4	163	172	0.948	PASSED	9	0	0	
dDocent_Contig_16994	3	4	134	172	0.779	PASSED	8	30	0	
dDocent_Contig_17006	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_17011	4	5	90	172	0.523	PASSED	79	0	3	
dDocent_Contig_17020	2	3	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_170463	5	4	159	172	0.924	PASSED	12	0	1	
dDocent_Contig_170530	4	4	157	172	0.913	PASSED	15	0	0	
dDocent_Contig_17065	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_1707	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_170920	8	4	147	172	0.855	PASSED	13	5	7	
dDocent_Contig_17094	1	2	167	172	0.971	PASSED	0	0	5	
dDocent_Contig_17099	3	3	164	172	0.953	PASSED	2	0	6	
dDocent_Contig_171060	11	4	168	172	0.977	PASSED	4	0	0	
dDocent_Contig_171088	6	3	166	172	0.965	PASSED	2	1	3	
dDocent_Contig_171133	6	4	160	172	0.930	PASSED	4	8	0	
dDocent_Contig_171172	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_17120	2	3	165	172	0.959	PASSED	6	0	1	
dDocent_Contig_171235	5	4	163	172	0.948	PASSED	2	6	1	
dDocent_Contig_171299	4	5	39	172	0.227	FILTERED	2	128	3	Missing data
dDocent_Contig_17150	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_171655	9	2	99	172	0.576	PASSED	1	67	5	
dDocent_Contig_17189	4	4	161	172	0.936	PASSED	9	2	0	
dDocent_Contig_17190	4	3	163	172	0.948	PASSED	9	0	0	
dDocent_Contig_17196	5	5	163	172	0.948	PASSED	0	7	2	
dDocent_Contig_172127	5	4	169	172	0.983	PASSED	0	1	2	
dDocent_Contig_172145	3	3	164	172	0.953	PASSED	5	0	3	
dDocent_Contig_17225	4	2	169	172	0.983	PASSED	0	1	2	
dDocent_Contig_172285	6	6	144	172	0.837	PASSED	5	23	0	
dDocent_Contig_172365	3	3	169	172	0.983	PASSED	3	0	0	
dDocent_Contig_172527	3	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_172576	2	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_1726	6	4	163	172	0.948	PASSED	8	0	1	
dDocent_Contig_172611	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_172625	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_172657	3	4	168	172	0.977	PASSED	4	0	0	
dDocent_Contig_172678	7	4	163	172	0.948	PASSED	8	0	1	
dDocent_Contig_1727	3	3	160	172	0.930	PASSED	6	5	1	
dDocent_Contig_17281	3	3	164	172	0.953	PASSED	4	2	2	
dDocent_Contig_172925	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_17300	1	2	166	172	0.965	PASSED	0	0	6	
dDocent_Contig_1732	9	4	160	172	0.930	PASSED	9	0	3	
dDocent_Contig_173272	3	4	158	172	0.919	PASSED	12	0	2	
dDocent_Contig_17333	1	2	168	172	0.977	PASSED	0	0	4	
dDocent_Contig_173406	9	3	168	172	0.977	PASSED	2	1	1	
dDocent_Contig_17343	3	4	164	172	0.953	PASSED	6	0	2	
dDocent_Contig_173519	8	5	152	172	0.884	PASSED	7	12	1	
dDocent_Contig_173548	6	8	163	172	0.948	PASSED	5	3	1	
dDocent_Contig_173623	7	3	164	172	0.953	PASSED	8	0	0	
dDocent_Contig_17363	6	3	162	172	0.942	PASSED	4	6	0	
dDocent_Contig_173653	4	4	167	172	0.971	PASSED	4	0	1	
dDocent_Contig_17369	2	3	165	172	0.959	PASSED	6	1	0	
dDocent_Contig_173886	4	4	159	172	0.924	PASSED	1	5	7	
dDocent_Contig_173937	2	3	163	172	0.948	PASSED	1	1	7	
dDocent_Contig_17401	12	12	92	172	0.535	PASSED	4	75	1	
dDocent_Contig_174102	10	6	156	172	0.907	PASSED	8	3	5	
dDocent_Contig_17413	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_17414	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_174148	6	4	164	172	0.953	PASSED	8	0	0	
dDocent_Contig_17424	2	3	166	172	0.965	PASSED	6	0	0	
dDocent_Contig_174335	2	3	166	172	0.965	PASSED	4	0	2	
dDocent_Contig_17440	3	3	171	172	0.994	PASSED	0	1	0	
dDocent_Contig_17449	5	3	164	172	0.953	PASSED	8	0	0	
dDocent_Contig_1745	3	3	164	172	0.953	PASSED	1	7	0	
dDocent_Contig_174602	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_17496	5	5	153	172	0.890	PASSED	3	11	5	
dDocent_Contig_175	14	6	158	172	0.919	PASSED	4	9	1	
dDocent_Contig_17513	3	3	158	172	0.919	PASSED	4	8	2	
dDocent_Contig_175156	3	4	164	172	0.953	PASSED	2	3	3	
dDocent_Contig_17516	4	4	158	172	0.919	PASSED	11	0	3	
dDocent_Contig_17517	2	3	167	172	0.971	PASSED	5	0	0	
dDocent_Contig_175240	5	5	155	172	0.901	PASSED	11	6	0	
dDocent_Contig_175259	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_17542	11	4	166	172	0.965	PASSED	1	0	5	
dDocent_Contig_17546	4	4	167	172	0.971	PASSED	4	0	1	
dDocent_Contig_17553	2	2	164	172	0.953	PASSED	0	2	6	
dDocent_Contig_175556	5	2	164	172	0.953	PASSED	0	4	4	
dDocent_Contig_175960	3	3	166	172	0.965	PASSED	5	1	0	
dDocent_Contig_176112	4	3	155	172	0.901	PASSED	9	0	8	
dDocent_Contig_176303	3	4	148	172	0.860	PASSED	2	16	6	
dDocent_Contig_17633	3	4	152	172	0.884	PASSED	15	1	4	
dDocent_Contig_176434	4	3	163	172	0.948	PASSED	8	0	1	
dDocent_Contig_1766	5	4	164	172	0.953	PASSED	4	3	1	
dDocent_Contig_176664	3	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_17667	2	3	169	172	0.983	PASSED	3	0	0	
dDocent_Contig_17673	9	4	164	172	0.953	PASSED	3	0	5	
dDocent_Contig_17678	9	6	78	172	0.453	FILTERED	1	90	3	Missing data
dDocent_Contig_176906	4	4	159	172	0.924	PASSED	4	9	0	
dDocent_Contig_1770	6	4	165	172	0.959	PASSED	7	0	0	
dDocent_Contig_17701	7	4	161	172	0.936	PASSED	11	0	0	
dDocent_Contig_17703	9	6	158	172	0.919	PASSED	8	0	6	
dDocent_Contig_17704	9	4	154	172	0.895	PASSED	5	13	0	
dDocent_Contig_17712	1	2	165	172	0.959	PASSED	0	0	7	
dDocent_Contig_177172	7	6	156	172	0.907	PASSED	3	12	1	
dDocent_Contig_17736	2	3	167	172	0.971	PASSED	3	0	2	
dDocent_Contig_17747	3	3	163	172	0.948	PASSED	4	4	1	
dDocent_Contig_17771	4	3	166	172	0.965	PASSED	5	0	1	
dDocent_Contig_17774	3	3	171	172	0.994	PASSED	1	0	0	
dDocent_Contig_1779	5	4	163	172	0.948	PASSED	9	0	0	
dDocent_Contig_178055	2	3	166	172	0.965	PASSED	5	0	1	
dDocent_Contig_17818	1	2	170	172	0.988	PASSED	0	0	2	
dDocent_Contig_17824	3	4	164	172	0.953	PASSED	6	1	1	
dDocent_Contig_178267	1	2	164	172	0.953	PASSED	0	0	8	
dDocent_Contig_178269	5	5	165	172	0.959	PASSED	4	3	0	
dDocent_Contig_178321	2	3	159	172	0.924	PASSED	4	2	7	
dDocent_Contig_178388	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_17842	6	3	162	172	0.942	PASSED	5	0	5	
dDocent_Contig_178490	1	2	170	172	0.988	PASSED	0	0	2	
dDocent_Contig_178545	7	6	144	172	0.837	PASSED	20	8	0	
dDocent_Contig_178549	3	3	168	172	0.977	PASSED	3	1	0	
dDocent_Contig_17862	2	3	166	172	0.965	PASSED	6	0	0	
dDocent_Contig_17871	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_178744	7	3	165	172	0.959	PASSED	0	1	6	
dDocent_Contig_17882	5	3	163	172	0.948	PASSED	6	1	2	
dDocent_Contig_17884	4	4	166	172	0.965	PASSED	5	1	0	
dDocent_Contig_178965	1	2	171	172	0.994	PASSED	0	0	1	
dDocent_Contig_178968	2	3	111	172	0.645	PASSED	53	1	7	
dDocent_Contig_17898	8	4	159	172	0.924	PASSED	5	0	8	
dDocent_Contig_179088	2	3	159	172	0.924	PASSED	5	0	8	
dDocent_Contig_1791	3	3	161	172	0.936	PASSED	11	0	0	
dDocent_Contig_179193	1	2	168	172	0.977	PASSED	0	0	4	
dDocent_Contig_179212	2	2	165	172	0.959	PASSED	2	0	5	
dDocent_Contig_17935	4	3	169	172	0.983	PASSED	2	0	1	
dDocent_Contig_1794	16	5	163	172	0.948	PASSED	9	0	0	
dDocent_Contig_17940	6	3	160	172	0.930	PASSED	1	11	0	
dDocent_Contig_17942	1	2	172	172	1.000	PASSED	0	0	0	
dDocent_Contig_179549	1	2	164	172	0.953	PASSED	0	0	8	
dDocent_Contig_179567	5	3	164	172	0.953	PASSED	5	3	0	
dDocent_Contig_179696	2	3	164	172	0.953	PASSED	6	0	2	
dDocent_Contig_179709	4	4	162	172	0.942	PASSED	7	0	3	
dDocent_Contig_17971	12	4	161	172	0.936	PASSED	11	0	0	
dDocent_Contig_17973	2	3	168	172	0.977	PASSED	4	0	0	
dDocent_Contig_17977	1	2	170	172	0.988	PASSED	0	0	2	
dDocent_Contig_179836	11	5	149	172	0.866	PASSED	9	10	4	
dDocent_Contig_17991	3	4	164	172	0.953	PASSED	7	0	1	
dDocent_Contig_17997	4	3	159	172	0.924	PASSED	7	0	6	
dDocent_Contig_180	2	3	164	172	0.953	PASSED	8	0	0	
dDocent_Contig_18025	1	2	172	172	1.000	PASSED	0	0	0	
